  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      1.0097E+00      1.0069E+00      1.0005E+00      1.0180E+00      1.0002E+00      8.8661E+01      9.1629E+01      1.0000E+00
      1.0507E+00      1.0280E+00      1.0023E+00      1.0459E+00      1.0417E+00      8.7054E+01      9.2957E+01      1.0000E+00
      1.1357E+00      1.1274E+00      1.0352E+00      1.1837E+00      1.0301E+00      7.6282E+01      1.0164E+02      1.0000E+00
      6.6321E-01      1.3524E+00      1.2104E+00      1.7001E+00      3.8357E-01      7.3347E+01      1.2339E+02      1.0000E+00
      6.6321E-01      1.3524E+00      1.2104E+00      1.7001E+00      3.8357E-01      7.3347E+01      1.2339E+02      1.0000E+00
      1.1357E+00      1.1274E+00      1.0352E+00      1.1837E+00      1.0301E+00      7.6282E+01      1.0164E+02      1.0000E+00
      1.0507E+00      1.0280E+00      1.0023E+00      1.0459E+00      1.0417E+00      8.7054E+01      9.2957E+01      1.0000E+00
      1.0097E+00      1.0069E+00      1.0005E+00      1.0180E+00      1.0002E+00      8.8661E+01      9.1629E+01      1.0000E+00
      1.0059E+00      1.0400E+00      1.0030E+00      1.0806E+00      9.7543E-01      8.8628E+01      9.2105E+01      1.0000E+00
      1.0069E+00      1.0391E+00      1.0027E+00      1.0765E+00      9.7788E-01      8.8253E+01      9.1570E+01      1.0000E+00
      1.0117E+00      1.0045E+00      1.0001E+00      1.0080E+00      1.0056E+00      8.9435E+01      9.0324E+01      1.0000E+00
      1.0513E+00      1.0313E+00      1.0021E+00      1.0667E+00      1.0432E+00      8.9072E+01      9.1158E+01      1.0000E+00
      1.0796E+00      1.1529E+00      1.0305E+00      1.2447E+00      9.7920E-01      8.3573E+01      9.8505E+01      1.0000E+00
      1.0796E+00      1.1529E+00      1.0305E+00      1.2447E+00      9.7920E-01      8.3573E+01      9.8505E+01      1.0000E+00
      1.0513E+00      1.0313E+00      1.0021E+00      1.0667E+00      1.0432E+00      8.9072E+01      9.1158E+01      1.0000E+00
      1.0117E+00      1.0045E+00      1.0001E+00      1.0080E+00      1.0056E+00      8.9435E+01      9.0324E+01      1.0000E+00
      1.0069E+00      1.0391E+00      1.0027E+00      1.0765E+00      9.7788E-01      8.8253E+01      9.1570E+01      1.0000E+00
      9.1045E-01      1.0418E+00      1.0068E+00      1.1194E+00      8.6061E-01      8.6915E+01      9.2989E+01      1.0000E+00
      1.0019E+00      1.0080E+00      1.0004E+00      1.0157E+00      9.9202E-01      8.8362E+01      9.1403E+01      1.0000E+00
      1.0593E+00      1.0348E+00      1.0032E+00      1.0757E+00      1.0457E+00      8.7754E+01      9.1851E+01      1.0000E+00
      1.0664E+00      1.1408E+00      1.0272E+00      1.2341E+00      9.7309E-01      8.4344E+01      9.7994E+01      1.0000E+00
      1.0664E+00      1.1408E+00      1.0272E+00      1.2341E+00      9.7309E-01      8.4344E+01      9.7994E+01      1.0000E+00
      1.0593E+00      1.0348E+00      1.0032E+00      1.0757E+00      1.0457E+00      8.7754E+01      9.1851E+01      1.0000E+00
      1.0019E+00      1.0080E+00      1.0004E+00      1.0157E+00      9.9202E-01      8.8362E+01      9.1403E+01      1.0000E+00
      9.1045E-01      1.0418E+00      1.0068E+00      1.1194E+00      8.6061E-01      8.6915E+01      9.2989E+01      1.0000E+00
      7.1603E-01      1.3556E+00      1.2012E+00      1.6496E+00      4.5800E-01      6.8481E+01      1.2237E+02      1.0000E+00
      1.1438E+00      1.1024E+00      1.0284E+00      1.1737E+00      1.0145E+00      7.6806E+01      9.8984E+01      1.0000E+00
      1.0611E+00      1.0341E+00      1.0032E+00      1.0648E+00      1.0417E+00      8.7113E+01      9.3816E+01      1.0000E+00
      1.1031E+00      1.1246E+00      1.0316E+00      1.1739E+00      1.0097E+00      7.7392E+01      1.0134E+02      1.0000E+00
      6.7394E-01      1.3229E+00      1.4054E+00      1.5706E+00      3.2695E-01      7.3632E+01      1.3460E+02      1.0000E+00
      6.7394E-01      1.3229E+00      1.4054E+00      1.5706E+00      3.2695E-01      7.3632E+01      1.3460E+02      1.0000E+00
      1.1031E+00      1.1246E+00      1.0316E+00      1.1739E+00      1.0097E+00      7.7392E+01      1.0134E+02      1.0000E+00
      1.0611E+00      1.0341E+00      1.0032E+00      1.0648E+00      1.0417E+00      8.7113E+01      9.3816E+01      1.0000E+00
      1.1438E+00      1.1024E+00      1.0284E+00      1.1737E+00      1.0145E+00      7.6806E+01      9.8984E+01      1.0000E+00
