Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.10000000000000E+00001,0.61239504274439E-00003,-.10453631054599E-00002,0.13248463178770E+00000,0.12680742953376E+00000,0.36456614955464E+00000,0.57861572998572E-00003,0.61239504274439E-00003,0.58987552961542E-00003,-.16352386350754E-00002,0.23359999593491E+00001,0.99864823056667E+00000,0.29719200503793E+00000,0.20000242768292E+00001,0.55434236042184E-00003,0.45077187339073E-00004
0.10102162873214E+00001,0.61449820972251E-00003,-.93909457095835E-00003,0.13252624452546E+00000,0.12681740949014E+00000,0.36606129394271E+00000,0.58028532476249E-00003,0.61449820972251E-00003,0.59168965047756E-00003,-.15307842214359E-00002,0.23140477141917E+00001,0.99860649514836E+00000,0.29723867460954E+00000,0.20000100080554E+00001,0.55564295630816E-00003,0.45645645414661E-00004
0.10442455490279E+00001,0.62151927089516E-00003,-.59899400854965E-00003,0.13264853681893E+00000,0.12684297949564E+00000,0.37120690772987E+00000,0.58591767507186E-00003,0.62151927089516E-00003,0.59778491041680E-00003,-.11967789189664E-00002,0.22411201618860E+00001,0.99846192956082E+00000,0.29737578563038E+00000,0.19999619474569E+00001,0.56010095415613E-00003,0.47468354884652E-00004
0.10782390628818E+00001,0.62845612769849E-00003,-.29110424485444E-00003,0.13274597732127E+00000,0.12685743275810E+00000,0.37650494197275E+00000,0.59156024643192E-00003,0.62845612769849E-00003,0.60385891260198E-00003,-.89496315745641E-00003,0.21735333710745E+00001,0.99830952842437E+00000,0.29748498821651E+00000,0.19999130848140E+00001,0.56466721748352E-00003,0.49173592665686E-00004
0.11122030115704E+00001,0.63539223804060E-00003,-.28092051554224E-00004,0.13281959216158E+00000,0.12686211867684E+00000,0.38194896240270E+00000,0.59725647784631E-00003,0.63539223804060E-00003,0.60996843013088E-00003,-.63806048168511E-00003,0.21077610442131E+00001,0.99815023821765E+00000,0.29756746255998E+00000,0.19998633759584E+00001,0.56934730068146E-00003,0.50818564607592E-00004
0.11461466075753E+00001,0.64241731955058E-00003,0.18270420365997E-00003,0.13287091964248E+00000,0.12685872106840E+00000,0.38753034823072E+00000,0.60305243852552E-00003,0.64241731955058E-00003,0.61617407413755E-00003,-.43346987047758E-00003,0.20522611411622E+00001,0.99798525356507E+00000,0.29762495375049E+00000,0.19998127816212E+00001,0.57414464050250E-00003,0.52464440365472E-00004
0.11800813733181E+00001,0.64961275704588E-00003,0.33859066903519E-00003,0.13290188907714E+00000,0.12684908469839E+00000,0.39323828892802E+00000,0.60898946767781E-00003,0.64961275704588E-00003,0.62253052555536E-00003,-.28393985652017E-00003,0.19988048219239E+00001,0.99781596967068E+00000,0.29765963680815E+00000,0.19997612690879E+00001,0.57906037297302E-00003,0.54165686802509E-00004
0.12140061606533E+00001,0.65704145007896E-00003,0.43995925619165E-00003,0.13291470256069E+00000,0.12683508881116E+00000,0.39905733409332E+00000,0.61509800328044E-00003,0.65704145007896E-00003,0.62907903939604E-00003,-.18911978320439E-00003,0.19470049431415E+00001,0.99764400574325E+00000,0.29767398560695E+00000,0.19997088334722E+00001,0.58409102026469E-00003,0.55964130083742E-00004
0.12479151132367E+00001,0.66475194827400E-00003,0.48865545970818E-00003,0.13291176554868E+00000,0.12681857124397E+00000,0.40496867193387E+00000,0.62140003744375E-00003,0.66475194827400E-00003,0.63585046218251E-00003,-.14719500247433E-00003,0.18966927619187E+00001,0.99747111379760E+00000,0.29767069674242E+00000,0.19996554825124E+00001,0.58922934447666E-00003,0.57891075731555E-00004
0.12818198367928E+00001,0.67279520700256E-00003,0.48666389663701E-00003,0.13289559645576E+00000,0.12680128916404E+00000,0.41095428256104E+00000,0.62791907467684E-00003,0.67279520700256E-00003,0.64287745943834E-00003,-.15621356280133E-00003,0.18537749775270E+00001,0.99729900906950E+00000,0.29765258994983E+00000,0.19996011958598E+00001,0.59446775023269E-00003,0.59976726967498E-00004
0.13157314983510E+00001,0.68123664015226E-00003,0.43552736232266E-00003,0.13286874425079E+00000,0.12678493361157E+00000,0.41699423952284E+00000,0.63468492935006E-00003,0.68123664015226E-00003,0.65020173696360E-00003,-.21467437464093E-00003,0.18161318437400E+00001,0.99712940885596E+00000,0.29762251735018E+00000,0.19995459446361E+00001,0.59979582898656E-00003,0.62260324254147E-00004
0.13496596759287E+00001,0.69016912183129E-00003,0.33672190801525E-00003,0.13283372947498E+00000,0.12677114119987E+00000,0.42306700580315E+00000,0.64174023369224E-00003,0.69016912183129E-00003,0.65788271838949E-00003,-.32116081037424E-00003,0.17799727769753E+00001,0.99696398964478E+00000,0.29758329867449E+00000,0.19994896789063E+00001,0.60520054807760E-00003,0.64799122703091E-00004
0.13836117401347E+00001,0.69971820885839E-00003,0.19254782194111E-00003,0.13279295753832E+00000,0.12676146466018E+00000,0.42914996147209E+00000,0.64914314688931E-00003,0.69971820885839E-00003,0.66600109486865E-00003,-.47345327292754E-00003,0.17450385183018E+00001,0.99680435658076E+00000,0.29753762511467E+00000,0.19994322587789E+00001,0.61066668261157E-00003,0.67671701377613E-00004
0.14175910555859E+00001,0.71003705799642E-00003,0.70477382905739E-00005,0.13274858598804E+00000,0.12675727912833E+00000,0.43521971716421E+00000,0.65696478409174E-00003,0.71003705799642E-00003,0.67465541607196E-00003,-.66760767778139E-00003,0.17112723341243E+00001,0.99665204783791E+00000,0.29748791122559E+00000,0.19993732917317E+00001,0.61617703414678E-00003,0.70974334972122E-00004
0.14516008002514E+00001,0.72130023752237E-00003,-.21343854705880E-00003,0.13270251585654E+00000,0.12675978073455E+00000,0.44125466108667E+00000,0.66528709809725E-00003,0.72130023752237E-00003,0.68395860653169E-00003,-.89739715359049E-00003,0.16786641567302E+00001,0.99650840963332E+00000,0.29743628545348E+00000,0.19993123177136E+00001,0.62171482779897E-00003,0.74815650973061E-00004
0.14856444459057E+00001,0.73369025007446E-00003,-.46021471113548E-00003,0.13265627989440E+00000,0.12676987762083E+00000,0.44723640129393E+00000,0.67419659123073E-00003,0.73369025007446E-00003,0.69402925646473E-00003,-.11542439676002E-00002,0.16472425730278E+00001,0.99637458660556E+00000,0.29738446484239E+00000,0.19992487148547E+00001,0.62726500375101E-00003,0.79308060180045E-00004
0.15000000000000E+00001,0.73934724921627E-00003,-.57215110323582E-00003,0.13263703233743E+00000,0.12677655291709E+00000,0.44976143914007E+00000,0.67818641599124E-00003,0.73934724921627E-00003,0.69857535603030E-00003,-.12707264592661E-00002,0.16342453981150E+00001,0.99632136872126E+00000,0.29736288979117E+00000,0.19992209471079E+00001,0.62962687491681E-00003,0.81443628798552E-00004
0.15170271420211E+00001,0.74624865241010E-00003,-.70141795625521E-00003,0.13261456359347E+00000,0.12678640874488E+00000,0.45268641922751E+00000,0.68299359702530E-00003,0.74624865241010E-00003,0.70408134839977E-00003,-.14054993046550E-00002,0.16194063971048E+00001,0.99626079425971E+00000,0.29733770205326E+00000,0.19991872747140E+00001,0.63237715797301E-00003,0.84114076775001E-00004
0.15509958797824E+00001,0.76123012182150E-00003,-.96547840389454E-00003,0.13257141725487E+00000,0.12681255388754E+00000,0.45851234042526E+00000,0.69322599161238E-00003,0.76123012182150E-00003,0.71589851952293E-00003,-.16813769234175E-00002,0.15905668454134E+00001,0.99614826898015E+00000,0.29728932849428E+00000,0.19991179715763E+00001,0.63790242258171E-00003,0.90132470352215E-00004
0.15848490796824E+00001,0.77770760133964E-00003,-.12180871734740E-00002,0.13253095897666E+00000,0.12684701133976E+00000,0.46424548144754E+00000,0.70421558050083E-00003,0.77770760133964E-00003,0.72871932981893E-00003,-.19468065032929E-00002,0.15673148527998E+00001,0.99604732784383E+00000,0.29724396150486E+00000,0.19990457918778E+00001,0.64340190866643E-00003,0.97045357253107E-00004
0.16185859426377E+00001,0.79569831066484E-00003,-.14445753120270E-00002,0.13249318460034E+00000,0.12688905302080E+00000,0.46989785246883E+00000,0.71597533745898E-00003,0.79569831066484E-00003,0.74255782162263E-00003,-.21871331336496E-00002,0.15696200409018E+00001,0.99595782693467E+00000,0.29720159779780E+00000,0.19989705083893E+00001,0.64888438459929E-00003,0.10486846324862E-00003
0.16522068751320E+00001,0.81511451758418E-00003,-.16306415074798E-00002,0.13245772638417E+00000,0.12693750694780E+00000,0.47549018747833E+00000,0.72846913037958E-00003,0.81511451758418E-00003,0.75736017769913E-00003,-.23880016851789E-00002,0.15891778527880E+00001,0.99587935348904E+00000,0.29716182615333E+00000,0.19988920727593E+00001,0.65436653488789E-00003,0.11355453112514E-00003
0.16857134973005E+00001,0.83575303271773E-00003,-.17639065077481E-00002,0.13242393594910E+00000,0.12699082629974E+00000,0.48105006201087E+00000,0.74160599482182E-00003,0.83575303271773E-00003,0.77299743592268E-00003,-.25369039436708E-00002,0.16071992836291E+00001,0.99581125387457E+00000,0.29712392021860E+00000,0.19988106808182E+00001,0.65987163393444E-00003,0.12298556562724E-00003
0.17191084506395E+00001,0.85730870816588E-00003,-.18356785835386E-00002,0.13239099754400E+00000,0.12704721174373E+00000,0.48660877642093E+00000,0.75524586456610E-00003,0.85730870816588E-00003,0.78927385879071E-00003,-.26249524423294E-00002,0.16238108501356E+00001,0.99575267847970E+00000,0.29708696543156E+00000,0.19987268074736E+00001,0.66542707938779E-00003,0.13297970496829E-00003
0.17523950519577E+00001,0.87940981067591E-00003,-.18424076437962E-00002,0.13235805842507E+00000,0.12710477143671E+00000,0.49219760829719E+00000,0.76921592476821E-00003,0.87940981067591E-00003,0.80594968293923E-00003,-.26483573267354E-00002,0.16391711419516E+00001,0.99570264779601E+00000,0.29705000524611E+00000,0.19986411861018E+00001,0.67106132310954E-00003,0.14331179423267E-00003
0.17855769703796E+00001,0.90166851789959E-00003,-.17862581658594E-00002,0.13232435227236E+00000,0.12716168616727E+00000,0.49784430351031E+00000,0.78333453463739E-00003,0.90166851789959E-00003,0.82277395374727E-00003,-.26090321196067E-00002,0.17714146988164E+00001,0.99566013855903E+00000,0.29701217962945E+00000,0.19985547167891E+00001,0.67680092359381E-00003,0.15374372242830E-00003
0.18186581325472E+00001,0.92374605196270E-00003,-.16745232594476E-00002,0.13228932902413E+00000,0.12721636752587E+00000,0.50357066041792E+00000,0.79744280417819E-00003,0.92374605196270E-00003,0.83952732188242E-00003,-.25140505813300E-00002,0.19900611704648E+00001,0.99562414902184E+00000,0.29697287084191E+00000,0.19984684007129E+00001,0.68266840181963E-00003,0.16406362939257E-00003
0.18516429606453E+00001,0.94539896496869E-00003,-.15180366857208E-00002,0.13225272892726E+00000,0.12726755615331E+00000,0.50939174385370E+00000,0.81142726616585E-00003,0.94539896496869E-00003,0.85605261074311E-00003,-.23740892964639E-00002,0.21854846043545E+00001,0.99559375860294E+00000,0.29693178669773E+00000,0.19983832408807E+00001,0.68868128434069E-00003,0.17411334176185E-00003
0.18845368748228E+00001,0.96646099499193E-00003,-.13293861045268E-00002,0.13221447568491E+00000,0.12731427387698E+00000,0.51531693257185E+00000,0.82521092870715E-00003,0.96646099499193E-00003,0.87224285004765E-00003,-.22016289545744E-00002,0.23305926447056E+00001,0.99556825964567E+00000,0.29688884079726E+00000,0.19982998562406E+00001,0.69485252733860E-00003,0.18377679926945E-00003
0.19173467937050E+00001,0.98685640769441E-00003,-.11212731614754E-00002,0.13217469637264E+00000,0.12735583449034E+00000,0.52135268190982E+00000,0.83876092102361E-00003,0.98685640769441E-00003,0.88805087771600E-00003,-.20093240391914E-00002,0.25100763887941E+00001,0.99554713103595E+00000,0.29684417502863E+00000,0.19982185035127E+00001,0.70119254883735E-00003,0.19298618489244E-00003
0.19500819852362E+00001,0.10065887758663E-00002,-.90543645560825E-00003,0.13213366819663E+00000,0.12739180177198E+00000,0.52750649834034E+00000,0.85208452443240E-00003,0.10065887758663E-00002,0.90348304897649E-00003,-.18089195045847E-00002,0.28795504864668E+00001,0.99553001869900E+00000,0.29679809994521E+00000,0.19981390431106E+00001,0.70771264615265E-00003,0.20171228448540E-00003
0.19827542876508E+00001,0.10257444653386E-00002,-.69197211953822E-00003,0.13209173997246E+00000,0.12742193639139E+00000,0.53379115731733E+00000,0.86523297540913E-00003,0.10257444653386E-00002,0.91860320616583E-00003,-.16105753257040E-00002,0.32250278661769E+00001,0.99551670951722E+00000,0.29675100670703E+00000,0.19980609247155E+00001,0.71442938823965E-00003,0.20996202030734E-00003
0.20000000000000E+00001,0.10357669182683E-00002,-.58692314954571E-00003,0.13206932492222E+00000,0.12743546451694E+00000,0.53719997273175E+00000,0.87219611085945E-00003,0.10357669182683E-00002,0.92656904242104E-00003,-.15134921919668E-00002,0.33922375619992E+00001,0.99551118242679E+00000,0.29672582734709E+00000,0.19980198575862E+00001,0.71809589099575E-00003,0.21416929273306E-00003
0.20130456889336E+00001,0.10431664060260E-00002,-.50261734543492E-00003,0.13205226210316E+00000,0.12744459203783E+00000,0.53976069828242E+00000,0.87737055248174E-00003,0.10431664060260E-00002,0.93247235949159E-00003,-.14350897049265E-00002,0.35073436496582E+00001,0.99550769734124E+00000,0.29670665884355E+00000,0.19979887094050E+00001,0.72086302177007E-00003,0.21723587781779E-00003
0.20456396356380E+00001,0.10617810372801E-00002,-.31197116525971E-00003,0.13200920903797E+00000,0.12746316825228E+00000,0.54635489261684E+00000,0.89049895856777E-00003,0.10617810372801E-00002,0.94739743854787E-00003,-.12593686038076E-00002,0.37554113340739E+00001,0.99550172191366E+00000,0.29665828719024E+00000,0.19979097482633E+00001,0.72802923819724E-00003,0.22474428649485E-00003
0.20782222499902E+00001,0.10805632704108E-00002,-.13415512996190E-00003,0.13196528994709E+00000,0.12747550917627E+00000,0.55312868030872E+00000,0.90384750702602E-00003,0.10805632704108E-00002,0.96252646580006E-00003,-.10966815957620E-00002,0.39243285761201E+00001,0.99549999447242E+00000,0.29660893439801E+00000,0.19978273065568E+00001,0.73544978957399E-00003,0.23207794580933E-00003
0.21108205728133E+00001,0.10999103559920E-00002,0.36188730178429E-00004,0.13191989828142E+00000,0.12748125099615E+00000,0.56006211786027E+00000,0.91759336804131E-00003,0.10999103559920E-00002,0.97811067528566E-00003,-.94192194510723E-00003,0.44563725001174E+00001,0.99550300269563E+00000,0.29655791821207E+00000,0.19977386533981E+00001,0.74308994849410E-00003,0.23948873406066E-00003
0.21434240361184E+00001,0.11203307461511E-00002,0.20403437948274E-00003,0.13187268092992E+00000,0.12747998162058E+00000,0.56709683241806E+00000,0.93193926714492E-00003,0.11203307461511E-00002,0.99445690837837E-00003,-.79042252889562E-00003,0.49139074490562E+00001,0.99551086379102E+00000,0.29650484080356E+00000,0.19976415338468E+00001,0.75085282374168E-00003,0.24728942800133E-00003
0.21759460186793E+00001,0.11426433882370E-00002,0.36787152152384E-00003,0.13182414080005E+00000,0.12747155571808E+00000,0.57417029890776E+00000,0.94723728604448E-00003,0.11426433882370E-00002,0.10120796333228E-00002,-.64420811179894E-00003,0.51107951528951E+00001,0.99552283079439E+00000,0.29645026654292E+00000,0.19975349713290E+00001,0.75862637893419E-00003,0.25585283132140E-00003
0.22084195706412E+00001,0.11684034125691E-00002,0.52137387054869E-00003,0.13177512018905E+00000,0.12745613719890E+00000,0.58133871668812E+00000,0.96428575757752E-00003,0.11684034125691E-00002,0.10320413910629E-00002,-.51066752051417E-00003,0.49842440516282E+00001,0.99553761996048E+00000,0.29639514187320E+00000,0.19974180381509E+00001,0.76645498396873E-00003,0.26579441103155E-00003
0.22407902973488E+00001,0.11996322571198E-00002,0.66631436815006E-00003,0.13172567892660E+00000,0.12743373903753E+00000,0.58878448112157E+00000,0.98420872355437E-00003,0.11996322571198E-00002,0.10557772623131E-00002,-.38946289416302E-00003,0.48365532722025E+00001,0.99555461291042E+00000,0.29633953378582E+00000,0.19972886661537E+00001,0.77458209075018E-00003,0.27804675602159E-00003
