Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.47784073062011E+00001,0.29998477616574E-00002,0.50452884672864E-00002,0.12687481328098E+00000,0.12506597219106E+00000,0.18133917844766E+00001,0.26867110016636E-00002,0.29998477616574E-00002,0.27909575525340E-00002,0.22543309147524E-00002,0.47915568709556E+00002,0.99641857732077E+00000,0.29083192543802E+00000,0.19812060575149E+00001,0.22791277149993E-00002,0.41518117036170E-00003
0.48107701910581E+00001,0.30755112624739E-00002,0.52933386995699E-00002,0.12684118461543E+00000,0.12489911001631E+00000,0.18333930660001E+00001,0.27439386799705E-00002,0.30755112624739E-00002,0.28543111252015E-00002,0.24390275743684E-00002,0.42483185628776E+00002,0.99637475717306E+00000,0.29079337981395E+00000,0.19809584527015E+00001,0.23111200734404E-00002,0.43886064957662E-00003
0.48431387986372E+00001,0.31167598991463E-00002,0.55227274568792E-00002,0.12679627918387E+00000,0.12472414664987E+00000,0.18531272197588E+00001,0.27840862482234E-00002,0.31167598991463E-00002,0.28947701826834E-00002,0.26279572741958E-00002,0.31341796590668E+00002,0.99633051664445E+00000,0.29074190064256E+00000,0.19807075282685E+00001,0.23432019600465E-00002,0.43750108872814E-00003
0.48755391507385E+00001,0.31748741964575E-00002,0.57014225982478E-00002,0.12674119987470E+00000,0.12454367907925E+00000,0.18732853310101E+00001,0.28332626367784E-00002,0.31748741964575E-00002,0.29469147523065E-00002,0.27545078459413E-00002,0.34918543750472E+00002,0.99628654442123E+00000,0.29067874578269E+00000,0.19804543219755E+00001,0.23762493806762E-00002,0.44770492648045E-00003
0.49079690948591E+00001,0.32471712486178E-00002,0.58674189908420E-00002,0.12667491173317E+00000,0.12435682523088E+00000,0.18924719032277E+00001,0.28894908116397E-00002,0.32471712486178E-00002,0.30085355054359E-00002,0.28588834854061E-00002,0.52472782807431E+00002,0.99624616548208E+00000,0.29060272048873E+00000,0.19801926842231E+00001,0.24089620328138E-00002,0.46756155996524E-00003
0.49404324158066E+00001,0.33036719130289E-00002,0.60488538979817E-00002,0.12659925300199E+00000,0.12416468420842E+00000,0.19109124926524E+00001,0.29378548420977E-00002,0.33036719130289E-00002,0.30596274099787E-00002,0.29892264880029E-00002,0.67231912012776E+00002,0.99620798498054E+00000,0.29051592383436E+00000,0.19799264605628E+00001,0.24415688428398E-00002,0.47613586057142E-00003
0.49729443911253E+00001,0.33516071689201E-00002,0.61839062431641E-00002,0.12651473577980E+00000,0.12396782110641E+00000,0.19288743831320E+00001,0.29821520032448E-00002,0.33516071689201E-00002,0.31050684533514E-00002,0.30788377898128E-00002,0.54589740352398E+00002,0.99617103495000E+00000,0.29041893393258E+00000,0.19796572315249E+00001,0.24744278580359E-00002,0.47909896609973E-00003
0.50000000000000E+00001,0.34034833691721E-00002,0.63027371811638E-00002,0.12643740380707E+00000,0.12380043262134E+00000,0.19434920383405E+00001,0.30252103365780E-00002,0.34034833691721E-00002,0.31510358947142E-00002,0.31517012864496E-00002,0.51199904023661E+00002,0.99614324573413E+00000,0.29033016126136E+00000,0.19794281851287E+00001,0.25020169059303E-00002,0.48953555292273E-00003
0.50048787242419E+00001,0.34129748025603E-00002,0.63314904560057E-00002,0.12642279195520E+00000,0.12376983722247E+00000,0.19460484569338E+00001,0.30330246027236E-00002,0.34129748025603E-00002,0.31594057254652E-00002,0.31720847305405E-00002,0.50990792162728E+00002,0.99613856348970E+00000,0.29031338464402E+00000,0.19793863370384E+00001,0.25069491643250E-00002,0.49152019729793E-00003
0.50373454560461E+00001,0.34752660742031E-00002,0.64526922668256E-00002,0.12632157791642E+00000,0.12356400904752E+00000,0.19628701986148E+00001,0.30847496037245E-00002,0.34752660742031E-00002,0.32146739693812E-00002,0.32380182974444E-00002,0.46882885603683E+00002,0.99610962187840E+00000,0.29019714898257E+00000,0.19791055503578E+00001,0.25400048228805E-00002,0.50323933300485E-00003
0.50696883428209E+00001,0.35362413549629E-00002,0.65421428743755E-00002,0.12621387063417E+00000,0.12335590181510E+00000,0.19795037540969E+00001,0.31360999240965E-00002,0.35362413549629E-00002,0.32692685344775E-00002,0.32728743398980E-00002,0.47442351860204E+00002,0.99608570501097E+00000,0.29007340523181E+00000,0.19788200827049E+00001,0.25735002091398E-00002,0.51368339636131E-00003
0.51019035429438E+00001,0.35848322955101E-00002,0.65743966605706E-00002,0.12610210402806E+00000,0.12314710243964E+00000,0.19951123207032E+00001,0.31811230532133E-00002,0.35848322955101E-00002,0.33154308224156E-00002,0.32589658381549E-00002,0.50120624704230E+00002,0.99606638409983E+00000,0.28994494193215E+00000,0.19785314166916E+00001,0.26065541844503E-00002,0.51623906822492E-00003
0.51340165037156E+00001,0.36387640394598E-00002,0.66322513375617E-00002,0.12598740622495E+00000,0.12293817681817E+00000,0.20107781107542E+00001,0.32292928746198E-00002,0.36387640394598E-00002,0.33654706055941E-00002,0.32667807319676E-00002,0.52332798212196E+00002,0.99605177895857E+00000,0.28981305034447E+00000,0.19782401975629E+00001,0.26403681115497E-00002,0.52154390832759E-00003
0.51660540671625E+00001,0.37035899589847E-00002,0.67548781875333E-00002,0.12586808748835E+00000,0.12272663295424E+00000,0.20263780892130E+00001,0.32830891548003E-00002,0.37035899589847E-00002,0.34229025202795E-00002,0.33319756672537E-00002,0.55188368993434E+00002,0.99604315243030E+00000,0.28967578139287E+00000,0.19779435450127E+00001,0.26745270930062E-00002,0.53376012339423E-00003
0.51979871347952E+00001,0.37640332862707E-00002,0.68464218944213E-00002,0.12574491157906E+00000,0.12251238391275E+00000,0.20417411867389E+00001,0.33347491702420E-00002,0.37640332862707E-00002,0.34774548156131E-00002,0.33689670788082E-00002,0.52954609414936E+00002,0.99603997140227E+00000,0.28953400672928E+00000,0.19776431968027E+00001,0.27087322624497E-00002,0.54245359120698E-00003
0.52297941290903E+00001,0.38176407481293E-00002,0.68699290447421E-00002,0.12561996347189E+00000,0.12229797225206E+00000,0.20569804416726E+00001,0.33831833330041E-00002,0.38176407481293E-00002,0.35276363757848E-00002,0.33422926689573E-00002,0.57012426732517E+00002,0.99604189165561E+00000,0.28939012131480E+00000,0.19773408871415E+00001,0.27432313303793E-00002,0.54609609188992E-00003
0.52614921582540E+00001,0.38797762771579E-00002,0.69028349601736E-00002,0.12549380725413E+00000,0.12208370250443E+00000,0.20719069161515E+00001,0.34359085702360E-00002,0.38797762771579E-00002,0.35835727863647E-00002,0.33192621738089E-00002,0.57563121301700E+00002,0.99605062649037E+00000,0.28924477206930E+00000,0.19770335165154E+00001,0.27777945661136E-00002,0.55550612721841E-00003
0.52931154529560E+00001,0.39443748162995E-00002,0.70213776252815E-00002,0.12536637429910E+00000,0.12186736534820E+00000,0.20863351603336E+00001,0.34896953819316E-00002,0.39443748162995E-00002,0.36410320240739E-00002,0.33803456012076E-00002,0.67885953968706E+00002,0.99606663061534E+00000,0.28909787765749E+00000,0.19767197670832E+00001,0.28120201204639E-00002,0.56688431381754E-00003
0.53246683644729E+00001,0.39971425511946E-00002,0.71313720259032E-00002,0.12523836873654E+00000,0.12164797661847E+00000,0.21011457345542E+00001,0.35378497165591E-00002,0.39971425511946E-00002,0.36907405816924E-00002,0.34406314442108E-00002,0.74692769376557E+00002,0.99608841362010E+00000,0.28895024800882E+00000,0.19764028847003E+00001,0.28467469081156E-00002,0.56973132277592E-00003
0.53561259495629E+00001,0.40490241204057E-00002,0.71724576252242E-00002,0.12511173008136E+00000,0.12142739933454E+00000,0.21167405449064E+00001,0.35861982974266E-00002,0.40490241204057E-00002,0.37402494392454E-00002,0.34322081859788E-00002,0.70857214020029E+00002,0.99611536779042E+00000,0.28880412056312E+00000,0.19760841590066E+00001,0.28826142513736E-00002,0.57121966058394E-00003
0.53874950324691E+00001,0.41072035668524E-00002,0.71959501569911E-00002,0.12498795829753E+00000,0.12120667630249E+00000,0.21329653700818E+00001,0.36383379935498E-00002,0.41072035668524E-00002,0.37943671151106E-00002,0.34015830418806E-00002,0.59035569906996E+00002,0.99614816147245E+00000,0.28866122969960E+00000,0.19757621625648E+00001,0.29196315017449E-00002,0.57586320148855E-00003
0.54188015242811E+00001,0.41732206710519E-00002,0.72552253707483E-00002,0.12486717037195E+00000,0.12098524296302E+00000,0.21498050173696E+00001,0.36949511356368E-00002,0.41732206710519E-00002,0.38540826671739E-00002,0.34011427035744E-00002,0.56825115711418E+00002,0.99618770565645E+00000,0.28852171538372E+00000,0.19754357858285E+00001,0.29576911995519E-00002,0.58495718977736E-00003
0.54500402162953E+00001,0.42397084951349E-00002,0.73279421083679E-00002,0.12474945197004E+00000,0.12076273484758E+00000,0.21672702663044E+00001,0.37521845568695E-00002,0.42397084951349E-00002,0.39143842114442E-00002,0.34135578969237E-00002,0.53259823418619E+00002,0.99623330950838E+00000,0.28838568153319E+00000,0.19751061796004E+00001,0.29965851838284E-00002,0.59367979704277E-00003
0.54812001297768E+00001,0.43053645480379E-00002,0.74194953644931E-00002,0.12463389321438E+00000,0.12053853186758E+00000,0.21852478178994E+00001,0.38092654563383E-00002,0.43053645480379E-00002,0.39743418683698E-00002,0.34451534961233E-00002,0.45645671056011E+00002,0.99628464048519E+00000,0.28825208089954E+00000,0.19747725581072E+00001,0.30361454998135E-00002,0.60127782228315E-00003
0.55000000000000E+00001,0.43449567010242E-00002,0.74615774743402E-00002,0.12456476601287E+00000,0.12040194790874E+00000,0.21962328570336E+00001,0.38437801287443E-00002,0.43449567010242E-00002,0.40105739575415E-00002,0.34510035167986E-00002,0.42966563282726E+00002,0.99631878796540E+00000,0.28817213144562E+00000,0.19745683268070E+00001,0.30602588986336E-00002,0.60579903949704E-00003
0.55116481776334E+00001,0.43700408264390E-00002,0.74783308228645E-00002,0.12452234236235E+00000,0.12031705422951E+00000,0.22030417705779E+00001,0.38654245703253E-00002,0.43700408264390E-00002,0.40333825340012E-00002,0.34449482888633E-00002,0.43929725590338E+00002,0.99634120450117E+00000,0.28812305514872E+00000,0.19744408108330E+00001,0.30752071153576E-00002,0.60904957151232E-00003
0.55426689102093E+00001,0.44392028420695E-00002,0.75159424335352E-00002,0.12441108849374E+00000,0.12009046308588E+00000,0.22214837916013E+00001,0.39244467240700E-00002,0.44392028420695E-00002,0.40958350739771E-00002,0.34201073595581E-00002,0.43813798954485E+00002,0.99640581793389E+00000,0.28799431533017E+00000,0.19740974691999E+00001,0.31155099612268E-00002,0.61903868974216E-00003
0.55736283996360E+00001,0.45058877345838E-00002,0.75552639594519E-00002,0.12430208727819E+00000,0.11986335882136E+00000,0.22406352790911E+00001,0.39825486003915E-00002,0.45058877345838E-00002,0.41568478503614E-00002,0.33984161090905E-00002,0.49804614068158E+00002,0.99647739859908E+00000,0.28786812637987E+00000,0.19737495259801E+00001,0.31566305741069E-00002,0.62685846861818E-00003
0.56045126134016E+00001,0.45777844138003E-00002,0.75649136337723E-00002,0.12419519339920E+00000,0.11963629685013E+00000,0.22602710192200E+00001,0.40433915344901E-00002,0.45777844138003E-00002,0.42213735325830E-00002,0.33435401011894E-00002,0.53646870056566E+00002,0.99655624015406E+00000,0.28774432331406E+00000,0.19733970043536E+00001,0.31982175659467E-00002,0.63833565847608E-00003
0.56353192141072E+00001,0.46452185259112E-00002,0.75653292920451E-00002,0.12409023262933E+00000,0.11940956924209E+00000,0.22806930313409E+00001,0.41022585694677E-00002,0.46452185259112E-00002,0.42830820240533E-00002,0.32822472679918E-00002,0.51945468288853E+00002,0.99664273277662E+00000,0.28762270729705E+00000,0.19730395694764E+00001,0.32404824989215E-00002,0.64664578641773E-00003
0.56660610716999E+00001,0.47145809517285E-00002,0.74996634502809E-00002,0.12398869570754E+00000,0.11918527096283E+00000,0.23014431639522E+00001,0.41620321681827E-00002,0.47145809517285E-00002,0.43460285278619E-00002,0.31536349224190E-00002,0.46859131235296E+00002,0.99673674411036E+00000,0.28750500947235E+00000,0.19726794860302E+00001,0.32828526712210E-00002,0.65645903678037E-00003
0.56967339362344E+00001,0.47946211115401E-00002,0.74559422049332E-00002,0.12388916578109E+00000,0.11896329607759E+00000,0.23231038840228E+00001,0.42274558588663E-00002,0.47946211115401E-00002,0.44163084650761E-00002,0.30396337398571E-00002,0.40035483814278E+00002,0.99683940275067E+00000,0.28738959129967E+00000,0.19723141440004E+00001,0.33260010516831E-00002,0.67324995466282E-00003
0.57273302364548E+00001,0.48706239915396E-00002,0.73986778020024E-00002,0.12379064681434E+00000,0.11874345977090E+00000,0.23451907690376E+00001,0.42908077290747E-00002,0.48706239915396E-00002,0.44838608707380E-00002,0.29148169312644E-00002,0.34504573306963E+00002,0.99695048798292E+00000,0.28727529980182E+00000,0.19719436465185E+00001,0.33692939330437E-00002,0.68746237081160E-00003
0.57578482740254E+00001,0.49443952894053E-00002,0.72932126995756E-00002,0.12369316070296E+00000,0.11852731040895E+00000,0.23678133718173E+00001,0.43529620579207E-00002,0.49443952894053E-00002,0.45498783158788E-00002,0.27433343836967E-00002,0.34025373252827E+00002,0.99706922001413E+00000,0.28716216174020E+00000,0.19715701101013E+00001,0.34127216478638E-00002,0.70066124338456E-00003
0.57883161234105E+00001,0.50258302227454E-00002,0.71942214450948E-00002,0.12359465714243E+00000,0.11831497098404E+00000,0.23915026147998E+00001,0.44190856590609E-00002,0.50258302227454E-00002,0.46211150474985E-00002,0.25731063975963E-00002,0.33897446127671E+00002,0.99719634108722E+00000,0.28704779757900E+00000,0.19711915696493E+00001,0.34567589635592E-00002,0.71917187171787E-00003
0.58187585188274E+00001,0.51081747041005E-00002,0.71128292907437E-00002,0.12349248308372E+00000,0.11810541201920E+00000,0.24160379486314E+00001,0.44856165478970E-00002,0.51081747041005E-00002,0.46929336794147E-00002,0.24198956113290E-00002,0.34015504467987E+00002,0.99733195630450E+00000,0.28692912374978E+00000,0.19708066215209E+00001,0.35011385350667E-00002,0.73884500057803E-00003
0.58491622320319E+00001,0.51826940499291E-00002,0.69919051979840E-00002,0.12338550447344E+00000,0.11789940419054E+00000,0.24414115020503E+00001,0.45481837353215E-00002,0.51826940499291E-00002,0.47595083844078E-00002,0.22323968135762E-00002,0.34921331196722E+00002,0.99747503618727E+00000,0.28680481687428E+00000,0.19704167432755E+00001,0.35458880187629E-00002,0.75395761050939E-00003
0.58795498984661E+00001,0.52557483940062E-00002,0.68266655825250E-00002,0.12327319153006E+00000,0.11769831776238E+00000,0.24681502272415E+00001,0.46104238499016E-00002,0.52557483940062E-00002,0.48254456557327E-00002,0.20012199267924E-00002,0.35694575879192E+00002,0.99762490952764E+00000,0.28667425361672E+00000,0.19700225005337E+00001,0.35917816084956E-00002,0.76791526604753E-00003
0.59099682957824E+00001,0.53323964810707E-00002,0.66797212702494E-00002,0.12315322800781E+00000,0.11750178532065E+00000,0.24961012905832E+00001,0.46750061048028E-00002,0.53323964810707E-00002,0.48941813142371E-00002,0.17855399560123E-00002,0.35968998568923E+00002,0.99778204196116E+00000,0.28653473088826E+00000,0.19696215789015E+00001,0.36389447755829E-00002,0.78305900359794E-00003
0.59404508251461E+00001,0.54081421418971E-00002,0.65456773089620E-00002,0.12302300291179E+00000,0.11730901055481E+00000,0.25251302599759E+00001,0.47393865794143E-00002,0.54081421418971E-00002,0.49623496421696E-00002,0.15833276667923E-00002,0.38892145454394E+00002,0.99794669525819E+00000,0.28638319656454E+00000,0.19692125862904E+00001,0.36870351099684E-00002,0.79720825904391E-00003
0.59709773672960E+00001,0.54861208586246E-00002,0.64175247866201E-00002,0.12288236336066E+00000,0.11712027021534E+00000,0.25548457368532E+00001,0.48046831550942E-00002,0.54861208586246E-00002,0.50317947560930E-00002,0.13857300305271E-00002,0.42737509542743E+00002,0.99811700964965E+00000,0.28621945352085E+00000,0.19687979634487E+00001,0.37353639480748E-00002,0.81356804441921E-00003
0.60000000000000E+00001,0.55584259718362E-00002,0.62611158302721E-00002,0.12273819594546E+00000,0.11694469282945E+00000,0.25837477745329E+00001,0.48657327924592E-00002,0.55584259718362E-00002,0.50965077434346E-00002,0.11646080868375E-00002,0.46776967449954E+00002,0.99828375109368E+00000,0.28605150578810E+00000,0.19683987320040E+00001,0.37816328125150E-00002,0.82801089347599E-00003
0.60015337079345E+00001,0.55623034883568E-00002,0.62528453063914E-00002,0.12273031719468E+00000,0.11693556269041E+00000,0.25852582821013E+00001,0.48689605822425E-00002,0.55623034883568E-00002,0.50999491095719E-00002,0.11528961968194E-00002,0.46958723340849E+00002,0.99829270027568E+00000,0.28604232460095E+00000,0.19683775160294E+00001,0.37840436025852E-00002,0.82885099113792E-00003
0.60322656333669E+00001,0.56459704316552E-00002,0.60360565111143E-00002,0.12256700058905E+00000,0.11675625579571E+00000,0.26173164225051E+00001,0.49376610769991E-00002,0.56459704316552E-00002,0.51736236179690E-00002,0.86243289314521E-00003,0.49547552300738E+00002,0.99847530914300E+00000,0.28585194371569E+00000,0.19679490167698E+00001,0.38345991603769E-00002,0.84847324330763E-00003
0.60630956186064E+00001,0.57228589033113E-00002,0.58464120323332E-00002,0.12239261478395E+00000,0.11658220494360E+00000,0.26500073986530E+00001,0.50028094257628E-00002,0.57228589033113E-00002,0.52425836944691E-00002,0.60382833786410E-00003,0.50630687941657E+00002,0.99866435932792E+00000,0.28564851920259E+00000,0.19675120566706E+00001,0.38856330206997E-00002,0.86442398860896E-00003
0.60939648503172E+00001,0.58051686006646E-00002,0.56433832692506E-00002,0.12220847194430E+00000,0.11641397633312E+00000,0.26840201146529E+00001,0.50709111424637E-00002,0.58051686006646E-00002,0.53153775001475E-00002,0.32800576910311E-00003,0.50362790112272E+00002,0.99885944541079E+00000,0.28543355554232E+00000,0.19670677920752E+00001,0.39379232386718E-00002,0.88321431212046E-00003
0.61248563551510E+00001,0.58833901085482E-00002,0.53847861185461E-00002,0.12201599282453E+00000,0.11625244144692E+00000,0.27188256707661E+00001,0.51368490600658E-00002,0.58833901085482E-00002,0.53853904861176E-00002,-.60436757146478E-00006,0.48261751844155E+00002,0.99906062009725E+00000,0.28520868713339E+00000,0.19666169566726E+00001,0.39908756575934E-00002,0.89854689722324E-00003
0.61557789574979E+00001,0.59658278255573E-00002,0.51291273083432E-00002,0.12181727095736E+00000,0.11609866098464E+00000,0.27551865822607E+00001,0.52053429345869E-00002,0.59658278255573E-00002,0.54585470303654E-00002,-.32941972202223E-00003,0.44824852049893E+00002,0.99926926538503E+00000,0.28497633931885E+00000,0.19661579041043E+00001,0.40456215174660E-00002,0.91618653182642E-00003
0.61867330415159E+00001,0.60351877788664E-00002,0.48624079098023E-00002,0.12161462582733E+00000,0.11595217238133E+00000,0.27930652420335E+00001,0.52678363039970E-00002,0.60351877788664E-00002,0.55233064460379E-00002,-.66089853623562E-00003,0.41352768831328E+00002,0.99948507927967E+00000,0.28473920913394E+00000,0.19656910344242E+00001,0.41023017338625E-00002,0.92540874001661E-00003
0.62177056197542E+00001,0.60984564108452E-00002,0.45795103372547E-00002,0.12141222921627E+00000,0.11581438514460E+00000,0.28327093099832E+00001,0.53281230839763E-00002,0.60984564108452E-00002,0.55845450789127E-00002,-.10050347416580E-00002,0.38881127132429E+00002,0.99970673903924E+00000,0.28450217247709E+00000,0.19652191005793E+00001,0.41613191936561E-00002,0.93047390752438E-00003
0.62487012321304E+00001,0.61605325986680E-00002,0.43483155983451E-00002,0.12121184465321E+00000,0.11568438033946E+00000,0.28737822218461E+00001,0.53885367208973E-00002,0.61605325986680E-00002,0.56454518248759E-00002,-.12971362265307E-00002,0.37808726573442E+00002,0.99993303175350E+00000,0.28426729751323E+00000,0.19647426042588E+00001,0.42222936318973E-00002,0.93437621276666E-00003
0.62797400512743E+00001,0.62216410624838E-00002,0.41092046032924E-00002,0.12101486871513E+00000,0.11556172748074E+00000,0.29155634105127E+00001,0.54487123719010E-00002,0.62216410624838E-00002,0.57058662504610E-00002,-.15966616471686E-00002,0.42244356959640E+00002,0.10001622874314E+00001,0.28403622857555E+00000,0.19642635469357E+00001,0.42842791922342E-00002,0.93762459581776E-00003
0.63108508165458E+00001,0.62901097951697E-00002,0.39172433023980E-00002,0.12082111916202E+00000,0.11544619190353E+00000,0.29580509651683E+00001,0.55127221092664E-00002,0.62901097951697E-00002,0.57713369399097E-00002,-.18540936375116E-00002,0.38097582322738E+00002,0.10003940833664E+00001,0.28380876091953E+00000,0.19637812877175E+00001,0.43471246161577E-00002,0.94558207809158E-00003
0.63420538856478E+00001,0.63613494535764E-00002,0.38045665367173E-00002,0.12062728833347E+00000,0.11533520439384E+00000,0.30005360049508E+00001,0.55776919521546E-00002,0.63613494535764E-00002,0.58383718788567E-00002,-.20338053421395E-00002,0.38108456410657E+00002,0.10006282718728E+00001,0.28358101527132E+00000,0.19632940495111E+00001,0.44097573619621E-00002,0.95554756088020E-00003
0.63733559249353E+00001,0.64193726735503E-00002,0.37295754869296E-00002,0.12043055436139E+00000,0.11522697934647E+00000,0.30431508622894E+00001,0.56356074323580E-00002,0.64193726735503E-00002,0.58963511431114E-00002,-.21667756561818E-00002,0.37525281175800E+00002,0.10008640751684E+00001,0.28334967132667E+00000,0.19628014440242E+00001,0.44721079583671E-00002,0.95739017010313E-00003
0.64047583716147E+00001,0.64629959388607E-00002,0.36904573380667E-00002,0.12022857206881E+00000,0.11512007103427E+00000,0.30853642236621E+00001,0.56854320543657E-00002,0.64629959388607E-00002,0.59441352483737E-00002,-.22536779103071E-00002,0.36310024825857E+00002,0.10011008490348E+00001,0.28311195908899E+00000,0.19623029000136E+00001,0.45333554971526E-00002,0.95153131332573E-00003
0.64362292148030E+00001,0.64963094312633E-00002,0.37199229766491E-00002,0.12001935582154E+00000,0.11501243117181E+00000,0.31273260126461E+00001,0.57292586796403E-00002,0.64963094312633E-00002,0.59844643673929E-00002,-.22645413907438E-00002,0.34714563556440E+00002,0.10013378215022E+00001,0.28286552260929E+00000,0.19617985517652E+00001,0.45935387275135E-00002,0.93995582645245E-00003
0.64677241203878E+00001,0.65136553392100E-00002,0.37935275803432E-00002,0.11980252454848E+00000,0.11490286589982E+00000,0.31688765705631E+00001,0.57643196327820E-00002,0.65136553392100E-00002,0.60136495395192E-00002,-.22201219591760E-00002,0.39800650262020E+00002,0.10015734741009E+00001,0.28260988959869E+00000,0.19612904772263E+00001,0.46526643026011E-00002,0.91971004454421E-00003
0.64991861724734E+00001,0.65079844236748E-00002,0.39092574727659E-00002,0.11957883458058E+00000,0.11478963592444E+00000,0.32105807741891E+00001,0.57874694198405E-00002,0.65079844236748E-00002,0.60271664422317E-00002,-.21179089694658E-00002,0.40646337286612E+00002,0.10018059887988E+00001,0.28234592799211E+00000,0.19607810707488E+00001,0.47114035931552E-00002,0.88727921911049E-00003
0.65000000000000E+00001,0.65077494209875E-00002,0.39100077834249E-00002,0.11957298584200E+00000,0.11478665570507E+00000,0.32116720220616E+00001,0.57880302837873E-00002,0.65077494209875E-00002,0.60274609163696E-00002,-.21174531329447E-00002,0.40598294012741E+00002,0.10018119432213E+00001,0.28233902297534E+00000,0.19607679162927E+00001,0.47129387874306E-00002,0.88640140874245E-00003
0.65298410006380E+00001,0.65119024873826E-00002,0.40774293794843E-00002,0.11935625893324E+00000,0.11467497989099E+00000,0.32505168441168E+00001,0.58137874662994E-00002,0.65119024873826E-00002,0.60460342619689E-00002,-.19686048824846E-00002,0.38580547045469E+00002,0.10020286251296E+00001,0.28208303615926E+00000,0.19602855440065E+00001,0.47671351872309E-00002,0.86434173909182E-00003
0.65611967977716E+00001,0.65401914707619E-00002,0.43234370020671E-00002,0.11912330848182E+00000,0.11455081212057E+00000,0.32908019938873E+00001,0.58517565724556E-00002,0.65401914707619E-00002,0.60807042358458E-00002,-.17572672337787E-00002,0.36913698921213E+00002,0.10022529213435E+00001,0.28180762762544E+00000,0.19597783321865E+00001,0.48223667143991E-00002,0.85776521573243E-00003
0.65925174610280E+00001,0.66117527634382E-00002,0.46350769839738E-00002,0.11888282647145E+00000,0.11441853966746E+00000,0.33306923370574E+00001,0.59103124919715E-00002,0.66117527634382E-00002,0.61435742819836E-00002,-.15084972980098E-00002,0.36882643290225E+00002,0.10024760188057E+00001,0.28152303217966E+00000,0.19592675229184E+00001,0.48758714842000E-00002,0.87741800335255E-00003
0.66237980447352E+00001,0.67023290437407E-00002,0.49352635412229E-00002,0.11863111808619E+00000,0.11427699877081E+00000,0.33699616711970E+00001,0.59772827114903E-00002,0.67023290437407E-00002,0.62184413810856E-00002,-.12831778398626E-00002,0.37948865879357E+00002,0.10026998526804E+00001,0.28122484253256E+00000,0.19587487078750E+00001,0.49274926612522E-00002,0.90750687138378E-00003
0.66550734251136E+00001,0.67703044541796E-00002,0.51968441560187E-00002,0.11836993398789E+00000,0.11412660842617E+00000,0.34093374656146E+00001,0.60326177495845E-00002,0.67703044541796E-00002,0.62780115693538E-00002,-.10811674133351E-00002,0.38669080018329E+00002,0.10029223842293E+00001,0.28091509273312E+00000,0.19582217518314E+00001,0.49785042043164E-00002,0.92376033541341E-00003
0.66863701610653E+00001,0.68103376671966E-00002,0.54498400478893E-00002,0.11810234244610E+00000,0.11396818821418E+00000,0.34489804990122E+00001,0.60739338018264E-00002,0.68103376671966E-00002,0.63189423173326E-00002,-.86910226944329E-00003,0.39060386102367E+00002,0.10031408411373E+00001,0.28059738944628E+00000,0.19576901348068E+00001,0.50293896970013E-00002,0.92315820322244E-00003
0.67176908871537E+00001,0.68371590965113E-00002,0.57275267028299E-00002,0.11782765162708E+00000,0.11380102408625E+00000,0.34885942296839E+00001,0.61084492549196E-00002,0.68371590965113E-00002,0.63509304043432E-00002,-.62340370151325E-00003,0.38581455831055E+00002,0.10033553428414E+00001,0.28027088281052E+00000,0.19571557388921E+00001,0.50797900077632E-00002,0.91489187724912E-00003
0.67490302425619E+00001,0.68605262915622E-00002,0.60195052751373E-00002,0.11754493933079E+00000,0.11362420067573E+00000,0.35275933250864E+00001,0.61406564618193E-00002,0.68605262915622E-00002,0.63802583493662E-00002,-.36075307422888E-00003,0.36369015378840E+00002,0.10035665003761E+00001,0.27993444390999E+00000,0.19566194992747E+00001,0.51288606566392E-00002,0.90531972656033E-00003
0.67803702186035E+00001,0.68820320811232E-00002,0.63442051278014E-00002,0.11725376844663E+00000,0.11343704636133E+00000,0.35654502422861E+00001,0.61710150874044E-00002,0.68820320811232E-00002,0.64077467655781E-00002,-.63541637776726E-00004,0.31688232284582E+00002,0.10037748984489E+00001,0.27958751575209E+00000,0.19560812068659E+00001,0.51758254425312E-00002,0.89606246087745E-00003
0.68117085066808E+00001,0.68977143483466E-00002,0.66687497065692E-00002,0.11695490050099E+00000,0.11323899744603E+00000,0.36014993880984E+00001,0.61972374859147E-00002,0.68977143483466E-00002,0.64305372836175E-00002,0.23821242295168E-00003,0.31030952102913E+00002,0.10039807928043E+00001,0.27923096831714E+00000,0.19555412601200E+00001,0.52199579943522E-00002,0.88503111406022E-00003
0.68430596111342E+00001,0.69086252132729E-00002,0.69977985699775E-00002,0.11664985364977E+00000,0.11303014488869E+00000,0.36361102414872E+00001,0.62201556652468E-00002,0.69086252132729E-00002,0.64495173584356E-00002,0.54828121154182E-00003,0.32818056689593E+00002,0.10041848146893E+00001,0.27886657938851E+00000,0.19549995847328E+00001,0.52617683271512E-00002,0.87267887126968E-00003
0.68744529647437E+00001,0.69174171322663E-00002,0.72977417289597E-00002,0.11634068397828E+00000,0.11281100998064E+00000,0.36693336792051E+00001,0.62412648070427E-00002,0.69174171322663E-00002,0.64665783349320E-00002,0.83116339402775E-00003,0.34553127920048E+00002,0.10043872294937E+00001,0.27849677912953E+00000,0.19544568803568E+00001,0.53015941345780E-00002,0.86032918302606E-00003
