Time	Dissipation Rate Incompressible	Dissipation Rate Compressible	Ekin incomp	Ekin comp	Enstrophy comp	DR_u	DR_S	DR_Sd	DR_p	Maximum Vorticity	Mean Temperature	uprime	Mean Entropy	ED_S	ED_D
0.37889066003341E+00000	 0.50808896011821E-00003	 -.19848501243239E-00002	 0.12731599010771E+00000	 0.12540354924290E+00000	 0.29938063395962E+00000	 0.49516057385204E-00003	 0.50808896011821E-00003	 0.49947003594130E-00003	 -.24843201602652E-00002	 0.27001472284407E+00001	 0.10000133748231E+00001	 0.29133713587264E+00000	 0.20007932905860E+00001	 0.48467726936239E-00003	 0.18113105012044E-00004
0.41643345776998E+00000	 0.51265739936313E-00003	 -.20543175376113E-00002	 0.12768686508929E+00000	 0.12547928793505E+00000	 0.30166991508635E+00000	 0.49885542950286E-00003	 0.51265739936313E-00003	 0.50345608612294E-00003	 -.25577736237343E-00002	 0.27877895524078E+00001	 0.99998330147206E+00000	 0.29176116384158E+00000	 0.20007514640245E+00001	 0.48802260225565E-00003	 0.19385348573207E-00004
0.45387660376677E+00000	 0.51703291213461E-00003	 -.21207729900737E-00002	 0.12805913811988E+00000	 0.12555733376225E+00000	 0.30420867640068E+00000	 0.50255552499212E-00003	 0.51703291213461E-00003	 0.50738132070666E-00003	 -.26281543107803E-00002	 0.28610818024595E+00001	 0.99994587828771E+00000	 0.29218617138151E+00000	 0.20007093138088E+00001	 0.49160230595031E-00003	 0.20345571285553E-00004
0.49122110576835E+00000	 0.52131670686401E-00003	 -.21927807365786E-00002	 0.12842985949834E+00000	 0.12563773067500E+00000	 0.30698717338189E+00000	 0.50629755057389E-00003	 0.52131670686401E-00003	 0.51130393600683E-00003	 -.27040846725854E-00002	 0.29169613949976E+00001	 0.99990149028607E+00000	 0.29260879401041E+00000	 0.20006668347291E+00001	 0.49537561570637E-00003	 0.21077047442527E-00004
0.50000000000000E+00000	 0.52233455972726E-00003	 -.22117423269686E-00002	 0.12851667919640E+00000	 0.12565703235622E+00000	 0.30767977613699E+00000	 0.50719793208778E-00003	 0.52233455972726E-00003	 0.51224347463791E-00003	 -.27239858016065E-00002	 0.29274610936337E+00001	 0.99989007903957E+00000	 0.29270768034155E+00000	 0.20006567840110E+00001	 0.49629485218482E-00003	 0.21228545966286E-00004
0.52792869377668E+00000	 0.52557426405190E-00003	 -.22743287067557E-00002	 0.12879161290283E+00000	 0.12571955872980E+00000	 0.30994722243405E+00000	 0.51007549425554E-00003	 0.52557426405190E-00003	 0.51524175085968E-00003	 -.27895704576154E-00002	 0.29533604400124E+00001	 0.99985142153296E+00000	 0.29302060553578E+00000	 0.20006246422202E+00001	 0.49924282536080E-00003	 0.21680176926389E-00004
0.56508725627295E+00000	 0.53006932891447E-00003	 -.23687699933840E-00002	 0.12915357261386E+00000	 0.12580565666998E+00000	 0.31316181396072E+00000	 0.51405706576847E-00003	 0.53006932891447E-00003	 0.51939448682203E-00003	 -.28881644802061E-00002	 0.29710782533669E+00001	 0.99979470687460E+00000	 0.29343207347285E+00000	 0.20005814754523E+00001	 0.50327905515462E-00003	 0.22291020010995E-00004
0.60215995007332E+00000	 0.53487415816720E-00003	 -.24710193171410E-00002	 0.12950917822579E+00000	 0.12589521135409E+00000	 0.31657429636685E+00000	 0.51824330622952E-00003	 0.53487415816720E-00003	 0.52378692354517E-00003	 -.29948062406862E-00002	 0.29703992236969E+00001	 0.99973248438753E+00000	 0.29383575709999E+00000	 0.20005379328348E+00001	 0.50739369431005E-00003	 0.23016493842571E-00004
0.63915323531567E+00000	 0.54010405648532E-00003	 -.25721324973230E-00002	 0.12985732769983E+00000	 0.12598835792848E+00000	 0.32017156167994E+00000	 0.52268294563838E-00003	 0.54010405648532E-00003	 0.52848998259073E-00003	 -.31006224799137E-00002	 0.29532044876625E+00001	 0.99966504399372E+00000	 0.29423043996141E+00000	 0.20004939862724E+00001	 0.51155922876143E-00003	 0.23957486857297E-00004
0.67607412114864E+00000	 0.54584307933681E-00003	 -.26588649942009E-00002	 0.13019679511065E+00000	 0.12608482081472E+00000	 0.32394313166832E+00000	 0.52741171230475E-00003	 0.54584307933681E-00003	 0.53355550132027E-00003	 -.31924204955212E-00002	 0.29218395936681E+00001	 0.99959246014295E+00000	 0.29461477119638E+00000	 0.20004496017828E+00001	 0.51575629680041E-00003	 0.25189282305163E-00004
0.71293001291036E+00000	 0.55213409038610E-00003	 -.27150798194300E-00002	 0.13052607099521E+00000	 0.12618378188489E+00000	 0.32788186861814E+00000	 0.53244739461904E-00003	 0.55213409038610E-00003	 0.53900962654602E-00003	 -.32540894459760E-00002	 0.28787013728404E+00001	 0.99951455681603E+00000	 0.29498708558762E+00000	 0.20004047401364E+00001	 0.51997393142633E-00003	 0.26753841910134E-00004
0.74972869872148E+00000	 0.55897183180305E-00003	 -.27238389004839E-00002	 0.13084326926610E+00000	 0.12628381390828E+00000	 0.33198422271671E+00000	 0.53778619860532E-00003	 0.55897183180305E-00003	 0.54484807634245E-00003	 -.32686869768263E-00002	 0.28259802905476E+00001	 0.99943090198412E+00000	 0.29534529990741E+00000	 0.20003593576783E+00001	 0.52420907101809E-00003	 0.28654898219223E-00004
0.78647841605326E+00000	 0.56630062706906E-00003	 -.26699992513467E-00002	 0.13114611051814E+00000	 0.12638290041002E+00000	 0.33625005774081E+00000	 0.54340127185417E-00003	 0.56630062706906E-00003	 0.55103439026790E-00003	 -.32210336416146E-00002	 0.27655842676606E+00001	 0.99934083386581E+00000	 0.29568689579592E+00000	 0.20003134073029E+00001	 0.52846554185997E-00003	 0.30856742563624E-00004
0.82318790506186E+00000	 0.57401865113958E-00003	 -.25429786170191E-00002	 0.13143198578063E+00000	 0.12647855359516E+00000	 0.34068212566231E+00000	 0.54924441939480E-00003	 0.57401865113958E-00003	 0.55750249665497E-00003	 -.31004811136741E-00002	 0.26991815365424E+00001	 0.99924351910466E+00000	 0.29600899285960E+00000	 0.20002668395217E+00001	 0.53275271579385E-00003	 0.33287855025730E-00004
0.85986635796095E+00000	 0.58199022279539E-00003	 -.23392068511125E-00002	 0.13169809657615E+00000	 0.12656802719235E+00000	 0.34528526959842E+00000	 0.55525178736848E-00003	 0.58199022279539E-00003	 0.56416459918486E-00003	 -.29033714502974E-00002	 0.26282692870009E+00001	 0.99913803983996E+00000	 0.29630850654473E+00000	 0.20002196035249E+00001	 0.53708401573525E-00003	 0.35850276554294E-00004
0.89652320989196E+00000	 0.59006602452232E-00003	 -.20636962604797E-00002	 0.13194165670632E+00000	 0.12664860229672E+00000	 0.35006543506241E+00000	 0.56135350426273E-00003	 0.59006602452232E-00003	 0.57092434435921E-00003	 -.26346206048389E-00002	 0.25542053996181E+00001	 0.99902350269278E+00000	 0.29658237383716E+00000	 0.20001716480892E+00001	 0.54147540058420E-00003	 0.38434626107916E-00004
0.93316777216273E+00000	 0.59810861584675E-00003	 -.17302173293120E-00002	 0.13216012997141E+00000	 0.12671790499385E+00000	 0.35502857092354E+00000	 0.56748598998479E-00003	 0.59810861584675E-00003	 0.57769353196630E-00003	 -.23079108612783E-00002	 0.24781730180791E+00001	 0.99889915855682E+00000	 0.29682781762206E+00000	 0.20001229221712E+00001	 0.54594392251552E-00003	 0.40938915362530E-00004
0.96980876756924E+00000	 0.60601791442421E-00003	 -.13598104293524E-00002	 0.13235146898293E+00000	 0.12677420036460E+00000	 0.36017950725417E+00000	 0.57360429000164E-00003	 0.60601791442421E-00003	 0.58440883151264E-00003	 -.19442192608650E-00002	 0.24011219536857E+00001	 0.99876451886486E+00000	 0.29704261084108E+00000	 0.20000733750926E+00001	 0.55050641958232E-00003	 0.43287367157558E-00004
0.10000000000000E+00001	 0.61241703536257E-00003	 -.10449957965172E-00002	 0.13248774077015E+00000	 0.12681015484019E+00000	 0.36457619083631E+00000	 0.57863388776283E-00003	 0.61241703536257E-00003	 0.58989493699477E-00003	 -.16348907335119E-00002	 0.23372310507211E+00001	 0.99864574864155E+00000	 0.29719549208128E+00000	 0.20000319006539E+00001	 0.55435612723167E-00003	 0.45082869249400E-00004
0.10054972548492E+00001	 0.61355032355144E-00003	 -.98768538209501E-00003	 0.13251043475273E+00000	 0.12681567619929E+00000	 0.36537905797139E+00000	 0.57953256026306E-00003	 0.61355032355144E-00003	 0.59087181472344E-00003	 -.15785571968185E-00002	 0.23257946348890E+00001	 0.99862337054217E+00000	 0.29722094447591E+00000	 0.20000242838739E+00001	 0.55505493018285E-00003	 0.45390498942608E-00004
0.10421525066565E+00001	 0.62112680896284E-00003	 -.61906375541323E-00003	 0.13264501470528E+00000	 0.12684459735980E+00000	 0.37090560320050E+00000	 0.58560110210968E-00003	 0.62112680896284E-00003	 0.59744300442321E-00003	 -.12165067598364E-00002	 0.22487922203377E+00001	 0.99846842793539E+00000	 0.29737183760996E+00000	 0.19999729673375E+00001	 0.55984625171864E-00003	 0.47369663812672E-00004
0.10788233663970E+00001	 0.62861438705456E-00003	 -.28628007575530E-00003	 0.13275088171366E+00000	 0.12686058547877E+00000	 0.37661834431235E+00000	 0.59168939060762E-00003	 0.62861438705456E-00003	 0.60399772279709E-00003	 -.89027779855239E-00003	 0.21756233238250E+00001	 0.99830406597695E+00000	 0.29749048356057E+00000	 0.19999206778254E+00001	 0.56477034936205E-00003	 0.49213582501440E-00004
0.11155148465927E+00001	 0.63611893137806E-00003	 -.56355772773018E-00005	 0.13282916670107E+00000	 0.12686526885924E+00000	 0.38250946330881E+00000	 0.59785254748300E-00003	 0.63611893137806E-00003	 0.61060800884891E-00003	 -.61624358612621E-00003	 0.21084394726946E+00001	 0.99813144079364E+00000	 0.29757818770991E+00000	 0.19998673616283E+00001	 0.56983428868117E-00003	 0.50994858427927E-00004
0.11522331160245E+00001	 0.64375546932185E-00003	 0.21369771358180E-00003	 0.13288170477813E+00000	 0.12686074154062E+00000	 0.38856735446580E+00000	 0.60414930116987E-00003	 0.64375546932185E-00003	 0.61735135734062E-00003	 -.40365364375882E-00003	 0.20443432770462E+00001	 0.99795208117592E+00000	 0.29763703261762E+00000	 0.19998129622236E+00001	 0.57504166439875E-00003	 0.52792478349754E-00004
0.11889860634398E+00001	 0.65162557794959E-00003	 0.36881918601074E-00003	 0.13291087569268E+00000	 0.12684931339640E+00000	 0.39477681046928E+00000	 0.61063066735179E-00003	 0.65162557794959E-00003	 0.62429563775562E-00003	 -.25547645174488E-00003	 0.19877489237191E+00001	 0.99776781351065E+00000	 0.29766970027496E+00000	 0.19997574212167E+00001	 0.58039248387447E-00003	 0.54675385958853E-00004
0.12257609112883E+00001	 0.65980087656412E-00003	 0.46084134163451E-00003	 0.13291944291175E+00000	 0.12683333011673E+00000	 0.40111540379976E+00000	 0.61733006718252E-00003	 0.65980087656412E-00003	 0.63148700384552E-00003	 -.17064566221101E-00003	 0.19336480232078E+00001	 0.99758079323034E+00000	 0.29767929377296E+00000	 0.19997007152639E+00001	 0.58587972721033E-00003	 0.56692851885362E-00004
0.12624998607066E+00001	 0.66832004317555E-00003	 0.49248977198673E-00003	 0.13291047750687E+00000	 0.12681509078244E+00000	 0.40754928815088E+00000	 0.62425985360258E-00003	 0.66832004317555E-00003	 0.63894658293750E-00003	 -.14645681095077E-00003	 0.18817421220016E+00001	 0.99739354201744E+00000	 0.29766925438241E+00000	 0.19996429003714E+00001	 0.59148525522823E-00003	 0.58875049601260E-00004
0.12992028761952E+00001	 0.67722801618361E-00003	 0.46643352669983E-00003	 0.13288723357040E+00000	 0.12679676659519E+00000	 0.41405184371068E+00000	 0.63143835719964E-00003	 0.67722801618361E-00003	 0.64670157323369E-00003	 -.18026804653387E-00003	 0.18370703924774E+00001	 0.99720831824124E+00000	 0.29764322442638E+00000	 0.19995839549390E+00001	 0.59719561690578E-00003	 0.61250129884780E-00004
0.13358774428103E+00001	 0.68658621462673E-00003	 0.38447618069899E-00003	 0.13285298622070E+00000	 0.12678043891602E+00000	 0.42059628196430E+00000	 0.63889178578896E-00003	 0.68658621462673E-00003	 0.65478991649007E-00003	 -.27031373579108E-00003	 0.17943066436872E+00001	 0.99702727789431E+00000	 0.29760486803892E+00000	 0.19995238564474E+00001	 0.60299553132675E-00003	 0.63856305379016E-00004
0.13725306414400E+00001	 0.69648776455557E-00003	 0.24830214332911E-00003	 0.13281094737580E+00000	 0.12676812833790E+00000	 0.42715533878404E+00000	 0.64666152128753E-00003	 0.69648776455557E-00003	 0.66327023815163E-00003	 -.41496809482252E-00003	 0.17534622116393E+00001	 0.99685243205898E+00000	 0.29755777856387E+00000	 0.19994625961160E+00001	 0.60886752720083E-00003	 0.66753351936356E-00004
0.14091680366262E+00001	 0.70707069157495E-00003	 0.60895784755391E-00004	 0.13276417225295E+00000	 0.12676177704318E+00000	 0.43370234825470E+00000	 0.65481097662332E-00003	 0.70707069157495E-00003	 0.67223081891681E-00003	 -.61133503416142E-00003	 0.17153937247589E+00001	 0.99668557541330E+00000	 0.29750537502477E+00000	 0.19994001775103E+00001	 0.61479286241651E-00003	 0.70031723206038E-00004
0.14457918478859E+00001	 0.71853219507232E-00003	 -.17202889627626E-00003	 0.13271543832952E+00000	 0.12676316892289E+00000	 0.44021233387043E+00000	 0.66343300591540E-00003	 0.71853219507232E-00003	 0.68179930048198E-00003	 -.85382819675824E-00003	 0.16817799425874E+00001	 0.99652823733414E+00000	 0.29745076716382E+00000	 0.19993365886664E+00001	 0.62075253146019E-00003	 0.73821943059972E-00004
0.14824073972971E+00001	 0.73114804719455E-00003	 -.44103934175299E-00003	 0.13266709102320E+00000	 0.12677379692726E+00000	 0.44666463720153E+00000	 0.67266058534263E-00003	 0.73114804719455E-00003	 0.69215628431850E-00003	 -.11331956260715E-00002	 0.16498614993840E+00001	 0.99638162567518E+00000	 0.29739658261116E+00000	 0.19992717309943E+00001	 0.62672976729306E-00003	 0.78305698101611E-00004
0.15000000000000E+00001	 0.73775337252519E-00003	 -.58073188131880E-00003	 0.13264454228661E+00000	 0.12678251611305E+00000	 0.44975264575669E+00000	 0.67738119923391E-00003	 0.73775337252519E-00003	 0.69750514907205E-00003	 -.12782370303908E-00002	 0.16350598244855E+00001	 0.99631527134908E+00000	 0.29737130806071E+00000	 0.19992400451588E+00001	 0.62961613918648E-00003	 0.80785627752380E-00004
0.15183061774253E+00001	 0.74498665346149E-00003	 -.72667841540201E-00003	 0.13262176102586E+00000	 0.12679418588617E+00000	 0.45292018667776E+00000	 0.68246646912253E-00003	 0.74498665346149E-00003	 0.70330646633181E-00003	 -.14299848817338E-00002	 0.16201946033384E+00001	 0.99624917068313E+00000	 0.29734577069562E+00000	 0.19992066358605E+00001	 0.63259443602966E-00003	 0.83602221521560E-00004
0.15549207187200E+00001	 0.76102168436774E-00003	 -.10228072777207E-00002	 0.13257873923208E+00000	 0.12682557842280E+00000	 0.45921894660879E+00000	 0.69345009182210E-00003	 0.76102168436774E-00003	 0.71597412283542E-00003	 -.17387814005561E-00002	 0.15921686502476E+00001	 0.99612619596117E+00000	 0.29729753809058E+00000	 0.19991383004335E+00001	 0.63857105800015E-00003	 0.90193062861319E-00004
0.15915437521159E+00001	 0.77945470802825E-00003	 -.13029221941112E-00002	 0.13253946625052E+00000	 0.12686743340853E+00000	 0.46543506660941E+00000	 0.70565522159255E-00003	 0.77945470802825E-00003	 0.73025573637319E-00003	 -.20331779304844E-00002	 0.15671322664106E+00001	 0.99601566549872E+00000	 0.29725350152187E+00000	 0.19990676463526E+00001	 0.64454077580522E-00003	 0.98269484018793E-00004
0.16281839359076E+00001	 0.80062732286347E-00003	 -.15449551635177E-00002	 0.13250366696217E+00000	 0.12691867875996E+00000	 0.47157701726812E+00000	 0.71925559326681E-00003	 0.80062732286347E-00003	 0.74638106626496E-00003	 -.22913362297826E-00002	 0.15787307961693E+00001	 0.99591759758267E+00000	 0.29721335430088E+00000	 0.19989940478420E+00001	 0.65050903701768E-00003	 0.10803253288799E-00003
0.16648501029082E+00001	 0.82460208764798E-00003	 -.17290446616857E-00002	 0.13247050541388E+00000	 0.12697752163517E+00000	 0.47766308362609E+00000	 0.73428890229785E-00003	 0.82460208764798E-00003	 0.76439601479417E-00003	 -.24934406764799E-00002	 0.16020480975781E+00001	 0.99583172848859E+00000	 0.29717616034251E+00000	 0.19989169929070E+00001	 0.65649017415227E-00003	 0.11949865741765E-00003
0.17015569999375E+00001	 0.85101565550452E-00003	 -.18415870107543E-00002	 0.13243880575385E+00000	 0.12704167242304E+00000	 0.48372243285359E+00000	 0.75058457030096E-00003	 0.85101565550452E-00003	 0.78406538836501E-00003	 -.26256523991193E-00002	 0.16237677810431E+00001	 0.99575748618538E+00000	 0.29714060168417E+00000	 0.19988363224775E+00001	 0.66250921396279E-00003	 0.13241324939174E-00003
0.17383237077437E+00001	 0.87907336115771E-00003	 -.18785311885966E-00002	 0.13240731260701E+00000	 0.12710866710933E+00000	 0.48979382138641E+00000	 0.76776138139470E-00003	 0.87907336115771E-00003	 0.80486942171194E-00003	 -.26834006103085E-00002	 0.16440413247978E+00001	 0.99569402638334E+00000	 0.29710527046487E+00000	 0.19987524049535E+00001	 0.66860162516148E-00003	 0.14625906253630E-00003
0.17751027790395E+00001	 0.90778785903526E-00003	 -.18459583785705E-00002	 0.13237501384272E+00000	 0.12717610312469E+00000	 0.49591163052976E+00000	 0.78534053398959E-00003	 0.90778785903526E-00003	 0.82615869593674E-00003	 -.26721170745072E-00002	 0.19478171499760E+00001	 0.99564037997550E+00000	 0.29706903108281E+00000	 0.19986663732436E+00001	 0.67480025923336E-00003	 0.16042845405824E-00003
0.18118594636668E+00001	 0.93665802875848E-00003	 -.17566825862162E-00002	 0.13234123665542E+00000	 0.12724204999776E+00000	 0.50211536516794E+00000	 0.80309090256385E-00003	 0.93665802875848E-00003	 0.84761075976527E-00003	 -.26042933459815E-00002	 0.23406269008661E+00001	 0.99559537792846E+00000	 0.29703112817281E+00000	 0.19985797892003E+00001	 0.68114576218801E-00003	 0.17464955076320E-00003
0.18485965947656E+00001	 0.96615502088901E-00003	 -.16238062936843E-00002	 0.13230550023778E+00000	 0.12730506832883E+00000	 0.50844892583432E+00000	 0.82127245731258E-00003	 0.96615502088901E-00003	 0.86955476219530E-00003	 -.24933610558796E-00002	 0.28579900419830E+00001	 0.99555786588427E+00000	 0.29699102145551E+00000	 0.19984939647084E+00001	 0.68768666237180E-00003	 0.18929276086573E-00003
0.18853275401526E+00001	 0.99781748789683E-00003	 -.14555649151672E-00002	 0.13226734365735E+00000	 0.12736393407853E+00000	 0.51495421537635E+00000	 0.84068078346325E-00003	 0.99781748789683E-00003	 0.89303335308303E-00003	 -.23485982682502E-00002	 0.34266855164999E+00001	 0.99552692723015E+00000	 0.29694819262777E+00000	 0.19984094458271E+00001	 0.69447333915468E-00003	 0.20541784235000E-00003
0.19220783120630E+00001	 0.10337393692714E-00002	 -.12541931312266E-00002	 0.13222601285134E+00000	 0.12741726383135E+00000	 0.52167120173006E+00000	 0.86239013231712E-00003	 0.10337393692714E-00002	 0.91946115362265E-00003	 -.21736542848492E-00002	 0.40622114440705E+00001	 0.99550213350080E+00000	 0.29690179392221E+00000	 0.19983252810925E+00001	 0.70155714312465E-00003	 0.22442266953857E-00003
0.19588884898770E+00001	 0.10758843066949E-00002	 -.10182511875698E-00002	 0.13218030901263E+00000	 0.12746324603183E+00000	 0.52864294799399E+00000	 0.88741112882959E-00003	 0.10758843066949E-00002	 0.95016871555743E-00003	 -.19684199031273E-00002	 0.47676924652044E+00001	 0.99548371616388E+00000	 0.29685047752770E+00000	 0.19982386088572E+00001	 0.70899310480485E-00003	 0.24756767852266E-00003
0.19958152434870E+00001	 0.11256326408036E-00002	 -.74525912878486E-00003	 0.13212854560507E+00000	 0.12749951697521E+00000	 0.53592424597998E+00000	 0.91646454050960E-00003	 0.11256326408036E-00002	 0.98610101221916E-00003	 -.17313601410040E-00002	 0.54856666468967E+00001	 0.99547269302163E+00000	 0.29679234671744E+00000	 0.19981444069444E+00001	 0.71684391499282E-00003	 0.27564309064329E-00003
0.20000000000000E+00001	 0.11318827033803E-00002	 -.71525245708795E-00003	 0.13212222322959E+00000	 0.12750288217344E+00000	 0.53678594608316E+00000	 0.92008672334086E-00003	 0.11318827033803E-00002	 0.99059727654430E-00003	 -.17058497336322E-00002	 0.55867694789727E+00001	 0.99547198488568E+00000	 0.29678524584801E+00000	 0.19981329859435E+00001	 0.71777741106272E-00003	 0.27919874513980E-00003
0.20315619579229E+00001	 0.11813245361391E-00002	 -.44438579780923E-00003	 0.13207102551698E+00000	 0.12752256576482E+00000	 0.54328628908586E+00000	 0.94857337561517E-00003	 0.11813245361391E-00002	 0.10260585349617E-00002	 -.14704443327710E-00002	 0.62715179404959E+00001	 0.99547072484400E+00000	 0.29672773774060E+00000	 0.19980398710822E+00001	 0.72484621207950E-00003	 0.30751698458966E-00003
0.20687905746389E+00001	 0.12467082118170E-00002	 -.94335883290565E-00004	 0.13200182222289E+00000	 0.12753116982955E+00000	 0.55130484159579E+00000	 0.98591328728217E-00003	 0.12467082118170E-00002	 0.10727452114119E-00002	 -.11670810947025E-00002	 0.68702424737624E+00001	 0.99547960419372E+00000	 0.29664998704746E+00000	 0.19979095125676E+00001	 0.73358352795431E-00003	 0.34497357640079E-00003
0.21059470185445E+00001	 0.13179587788757E-00002	 0.27943434136563E-00003	 0.13192291364027E+00000	 0.12752218301004E+00000	 0.55974085709174E+00000	 0.10263934128882E-00002	 0.13179587788757E-00002	 0.11235014471510E-00002	 -.84406710578538E-00003	 0.75850799356564E+00001	 0.99550078990114E+00000	 0.29656130747876E+00000	 0.19977516197736E+00001	 0.74274665407616E-00003	 0.38528310712910E-00003
0.21430275870973E+00001	 0.13907204554775E-00002	 0.65254565341537E-00003	 0.13183597595940E+00000	 0.12749560176652E+00000	 0.56862489705376E+00000	 0.10677998184315E-00002	 0.13907204554775E-00002	 0.11753929220909E-00002	 -.52284726867555E-00003	 0.82920839228576E+00001	 0.99553388342215E+00000	 0.29646357388320E+00000	 0.19975661755502E+00001	 0.75230972953203E-00003	 0.42546021078287E-00003
0.21801679812281E+00001	 0.14582175631989E-00002	 0.97313637019882E-00003	 0.13174617492903E+00000	 0.12745455885549E+00000	 0.57777394874483E+00000	 0.11066038951618E-00002	 0.14582175631989E-00002	 0.12237901638621E-00002	 -.25065379366324E-00003	 0.85795557762213E+00001	 0.99557524997108E+00000	 0.29636258752754E+00000	 0.19973646564459E+00001	 0.76200200361885E-00003	 0.46152662963681E-00003
0.22175736430177E+00001	 0.15178393608602E-00002	 0.11823065349014E-00002	 0.13166157786557E+00000	 0.12740579295667E+00000	 0.58731724627467E+00000	 0.11416525406349E-00002	 0.15178393608602E-00002	 0.12670809877652E-00002	 -.84774452863860E-00004	 0.10642683892024E+00002	 0.99561834947802E+00000	 0.29626742183999E+00000	 0.19971668553173E+00001	 0.77210574264708E-00003	 0.49242847383276E-00003
0.22549500693889E+00001	 0.15633848568526E-00002	 0.12986550148309E-00002	 0.13158955635119E+00000	 0.12735655776706E+00000	 0.59693068001894E+00000	 0.11696865610379E-00002	 0.15633848568526E-00002	 0.13009780442101E-00002	 -.23230293792171E-00005	 0.94520479335559E+00001	 0.99565587887735E+00000	 0.29618637865505E+00000	 0.19969896076833E+00001	 0.78232419078994E-00003	 0.51553945930242E-00003
